	name	start	stop	strand
2589	b0162	182463	183620	+
2590	b0163	183709	184095	-
2591	b0164	184257	185069	-
2592	b1349	1413984	1414793	-
2593	b0167	185978	188650	-
2594	b0340	359489	359959	+
2595	b0341	359992	361146	+
2596	b0342	361249	361860	-
2597	b0343	361926	363179	-
2598	b0344	363231	366305	-
2599	b0345	366428	367510	-
2600	b0346	367587	368420	-
2601	b0347	368611	370275	+
2602	b0348	370277	371221	+
2603	b0349	371239	372105	+
2604	b4089	4312101	4312991	-
2605	b0438	457426	458700	+
2606	b0439	458888	461242	+
2607	b0186	209679	211820	+
2608	b0187	211877	212266	+
2609	b0184	205126	208608	+
2610	b0185	208621	209580	+
2611	b0182	203348	204496	+
2612	b0183	204493	205089	+
2613	b0180	202101	202556	+
2614	b0181	202560	203348	+
2615	b4124	4349315	4350034	-
2616	b4159	4386047	4389370	-
2617	b4158	4385704	4386018	+
2618	b0188	212331	213629	+
2619	b0189	213678	213932	-
2620	b3882	4072675	4073571	-
2621	b4126	4351843	4352073	+
2622	b4052	4264314	4265729	+
2623	b3883	4073739	4074635	+
2624	b3332	3462924	3463907	+
2625	b4083	4304612	4306597	-
2626	b3802	3986686	3987882	-
2627	b3333	3463922	3465085	+
2628	b1584	1656184	1656744	+
2629	b3886	4076146	4077018	+
2630	b4081	4301027	4303078	-
2631	b3887	4077015	4077452	+
2632	b4080	4299564	4301030	-
2633	b3884	4074669	4075454	+
2634	b1581	1653927	1655141	-
2635	b3885	4075553	4076152	+
2636	b1580	1652896	1653915	-
2637	b3338	3467160	3469853	-
2638	b0238	255977	256435	+
2639	b0239	256527	257771	+
2640	b3339	3470145	3471329	-
2641	b0234	252709	253161	+
2642	b0237	254259	255716	-
2643	b0231	250898	251953	+
2644	b0232	252005	252298	+
2645	b0233	252301	252699	+
2646	b3889	4079297	4079509	+
2647	b3553	3717310	3718284	+
2648	b1741	1823515	1824402	+
2649	b1740	1822458	1823285	+
2650	b1627	1705767	1706348	+
2651	b4403	4640942	4641628	+
2652	b4185	4412387	4413025	+
2653	b3168	3313342	3316014	-
2654	b4533	1636756	1636989	+
2655	b1620	1698152	1699180	-
2656	b4532	1509286	1509462	+
2657	b4402	4640402	4640542	+
2658	b3732	3915993	3917375	-
2659	b4537	1987507	1987758	-
2660	b4536	1908925	1909164	+
2661	b4535	1805165	1805272	+
2662	b4401	4639590	4640306	-
2663	b4057	4270658	4271014	+
2664	b3619	3793987	3794919	+
2665	b3618	3792826	3793683	-
2666	b1969	2038152	2038823	-
2667	b3613	3786838	3788097	+
2668	b3612	3785260	3786804	+
2669	b3611	3784584	3785015	-
2670	b3610	3784191	3784442	-
2671	b3617	3791355	3792551	-
2672	b3616	3790320	3791345	-
2673	b3615	3789047	3790081	-
2674	b3614	3788101	3789060	+
2675	b4400	4638178	4639530	+
2676	b0721	755177	755566	+
2677	b1968	2036794	2038152	-
2678	b3299	3442618	3442734	-
2679	b3298	3442115	3442471	-
2680	b3297	3441709	3442098	-
2681	b3296	3441055	3441675	-
2682	b3295	3440040	3441029	-
2683	b3294	3439616	3439999	-
2684	b3293	3439141	3439509	-
2685	b3013	3157650	3158576	+
2686	b3291	3438024	3438434	+
2687	b3290	3436518	3437894	+
2688	b3900	4092377	4092823	-
2689	b3059	3204694	3205311	+
2690	b3058	3204221	3204589	-
2691	b3509	3655966	3656292	-
2692	b3508	3655255	3655902	-
2693	b3055	3201207	3201827	+
2694	b2849	2989935	2990360	-
2695	b3057	3203310	3204131	-
2696	b3056	3201891	3203129	+
2697	b3051	3192864	3194525	+
2698	b3050	3192208	3192837	+
2699	b3053	3196801	3199641	-
2700	b3052	3195320	3196753	-
2701	b2908	3053515	3054840	-
2702	b2909	3054866	3055444	-
2703	b3271	3422436	3423194	+
2704	b3270	3421325	3422428	+
2705	b2678	2806010	2807074	+
2706	b2679	2807132	2808124	+
2707	b2676	2803502	2804461	+
2708	b2677	2804815	2806017	+
2709	b2674	2800965	2801375	+
2710	b2675	2801348	2803492	+
2711	b2672	2800146	2800475	+
2712	b2673	2800723	2800968	+
2713	b2670	2799164	2799613	+
2714	b2671	2799650	2799994	-
2715	b2845	2985847	2987076	+
2716	b3559	3722328	3724397	-
2717	b2847	2988502	2989311	+
2718	b2272	2386934	2387437	+
2719	b1347	1413531	1413740	-
2720	b2270	2383995	2385722	-
2721	b2271	2385860	2386831	+
2722	b2276	2390048	2391505	-
2723	b2277	2391512	2393041	-
2724	b2274	2388635	2389057	+
2725	b0169	189874	190599	+
2726	b2278	2393205	2395046	-
2727	b2279	2395043	2395345	-
2728	b3577	3744328	3744801	+
2729	b2874	3011461	3012393	+
2730	b2875	3012614	3014239	-
2731	b2018	2089996	2090046	+
2732	b2019	2090192	2091091	+
2733	b2870	3006262	3007452	+
2734	b2871	3007510	3008706	+
2735	b2872	3008764	3009975	+
2736	b2873	3010028	3011413	+
2737	b2012	2084226	2084453	-
2738	b2013	2084467	2085525	-
2739	b2010	2081381	2082547	-
2740	b2011	2082756	2084183	+
2741	b2016	2088304	2089128	-
2742	b2017	2089462	2089713	-
2743	b2014	2085704	2087062	-
2744	b2015	2087329	2088258	-
2745	b3873	4061165	4062145	+
2746	b3872	4060447	4061157	+
2747	b3871	4058407	4060230	+
2748	b3870	4056625	4058034	-
2749	b3877	4065809	4067194	-
2750	b3876	4064363	4065766	-
2751	b3875	4063603	4064295	-
2752	b3874	4062247	4063512	+
2753	b3940	4129835	4132267	+
2754	b3879	4069475	4070401	-
2755	b3571	3737497	3739527	+
2756	b3961	4158490	4159407	+
2757	b2478	2598882	2599760	-
2758	b2479	2599906	2600478	+
2759	b3475	3612969	3613556	+
2760	b3474	3611865	3612914	+
2761	b3473	3610516	3611733	-
2762	b0166	185123	185947	-
2763	b3471	3609217	3609882	+
2764	b3470	3608751	3608996	-
2765	b2470	2587595	2590708	+
2766	b2471	2591247	2591603	+
2767	b2472	2591607	2592734	+
2768	b1348	1413733	1413927	-
2769	b2474	2593844	2595859	-
2770	b2475	2595874	2596737	-
2771	b2476	2596905	2597618	-
2772	b2477	2597831	2598865	-
2773	b2706	2828621	2828980	+
2774	b0436	455133	456431	+
2775	b2704	2827362	2827733	+
2776	b1628	1706348	1706926	+
2777	b2702	2825832	2826395	+
2778	b1855	1939222	1940193	-
2779	b2700	2823849	2824346	-
2780	b0437	456677	457300	+
2781	b3960	4156850	4158223	+
2782	b0434	453589	454167	-
2783	b2708	2829813	2830778	+
2784	b2709	2830775	2832289	-
2785	b2496	2618075	2618776	-
2786	b2497	2618871	2620160	-
2787	b2494	2616094	2617557	+
2788	b0435	454472	454789	+
2789	b2492	2613934	2614782	+
2790	b2493	2614820	2615881	-
2791	b2490	2611457	2611870	+
2792	b2491	2611900	2613912	+
2793	b0432	450663	451610	-
2794	b2498	2620246	2620872	-
2795	b0433	452070	453545	-
2796	b1629	1706919	1709141	+
2797	b1854	1937649	1939091	+
2798	b0430	448046	448660	-
2799	b4409	1704551	1704676	+
2800	b0431	448650	450641	-
2801	b1008	1070365	1070955	-
2802	b1009	1070965	1071765	-
2803	b4063	4277469	4277933	+
2804	b2442	2558858	2560066	+
2805	b4125	4350031	4351662	-
2806	b1000	1062855	1063775	-
2807	b1001	1064036	1065292	+
2808	b1002	1065585	1066826	+
2809	b1003	1066864	1067091	-
2810	b1004	1067112	1067708	-
2811	b1006	1068511	1069839	-
2812	b1007	1069860	1070354	-
2813	b4238	4460522	4462660	-
2814	b4239	4463054	4464709	-
2815	b0759	791039	792055	-
2816	b0758	789983	791029	-
2817	b2447	2562524	2563117	+
2818	b0753	784937	785317	-
2819	b0752	783882	784823	-
2820	b0751	783166	783885	+
2821	b0750	782085	783128	+
2822	b0757	788831	789979	-
2823	b0756	787797	788837	-
2824	b0755	786843	787595	-
2825	b0754	785633	786685	+
2826	b3541	3702865	3703848	-
2827	b1516	1605051	1606073	+
2828	b3065	3210781	3210996	+
2829	b4406	213925	214125	-
2830	b4157	4385393	4385707	+
2831	b1174	1224279	1224545	-
2832	b1175	1224549	1225361	-
2833	b1176	1225385	1226080	-
2834	b1177	1226600	1226968	+
2835	b3345	3475332	3475718	-
2836	b1171	1222305	1222634	-
2837	b1172	1222644	1222988	-
2838	b1912	1992269	1992817	-
2839	b1913	1992874	1994706	-
2840	b1178	1227071	1227472	-
2841	b1179	1227714	1228007	+
2842	b1914	1994703	1995359	-
2843	b1915	1995818	1996042	+
2844	b4526	1417838	1418008	-
2845	b4527	1419156	1419311	-
2846	b4520	1218983	1219201	+
2847	b4153	4379783	4380517	-
2848	b4522	1335124	1335288	+
2849	b4523	1335291	1335458	+
2850	b1596	1669699	1670952	+
2851	b1597	1671376	1671684	+
2852	b1594	1667344	1668564	-
2853	b1595	1668699	1669592	-
2854	b4528	1423400	1423585	+
2855	b4529	1441058	1441324	+
2856	b1590	1663609	1664463	+
2857	b1591	1664506	1665120	+
2858	b4128	4352584	4352880	+
2859	b4014	4215478	4217079	+
2860	b1758	1840783	1841403	-
2861	b1759	1841490	1841897	+
2862	b4015	4217109	4218413	+
2863	b1754	1836073	1837239	+
2864	b1755	1837212	1838747	+
2865	b1756	1838747	1839400	+
2866	b1757	1839467	1840774	+
2867	b1750	1833401	1834111	+
2868	b1751	1834116	1834793	+
2869	b1752	1834808	1835515	+
2870	b1753	1835515	1836063	+
2871	b4017	4220301	4222487	-
2872	b4388	4624895	4625863	+
2873	b1957	2028188	2028370	-
2874	b4129	4353200	4354717	-
2875	b4011	4213234	4213617	+
2876	b1350	1414786	1417386	-
2877	b1351	1417488	1417763	-
2878	b1352	1418008	1418229	-
2879	b1353	1418671	1419159	+
2880	b1355	1419322	1419456	-
2881	b1356	1419765	1420241	-
2882	b1357	1420365	1420661	+
2883	b1358	1420684	1421106	+
2884	b1359	1421119	1421976	+
2885	b1519	1607346	1608104	+
2886	b3966	4163639	4165483	+
2887	b0403	422518	424332	+
2888	b0402	420986	422359	+
2889	b0401	419591	420910	+
2890	b0400	417889	419184	+
2891	b0407	427287	427619	+
2892	b0406	426137	427264	+
2893	b0405	425011	426081	+
2894	b0404	424337	424918	-
2895	b0409	429505	430476	+
2896	b0408	427647	429494	+
2897	b4146	4374629	4375657	-
2898	b4147	4375699	4376265	+
2899	b4412	16751	16903	-
2900	b4145	4373365	4374234	-
2901	b4142	4370688	4370981	+
2902	b4415	607836	607988	+
2903	b4140	4368664	4369140	+
2904	b4141	4369156	4370412	-
2905	b4047	4260321	4260575	+
2906	b4419	1269168	1269275	-
2907	b4148	4376875	4377192	+
2908	b4149	4377189	4377722	-
2909	b4046	4259488	4260003	-
2910	b1955	2025511	2026326	+
2911	b0537	564815	565978	-
2912	b4095	4316082	4317218	-
2913	b0535	563848	564480	-
2914	b0534	563330	563845	+
2915	b0533	562336	563319	+
2916	b0532	559697	562300	+
2917	b0531	558974	559666	+
2918	b0530	558212	558754	+
2919	b3074	3220915	3221247	-
2920	b4098	4318761	4319606	-
2921	b4099	4319599	4320663	-
2922	b1952	2024635	2024823	-
2923	b3442	3581863	3583041	+
2924	b3344	3474973	3475332	-
2925	b3251	3400044	3401087	-
2926	b0249	265304	265543	-
2927	b0248	264748	265206	-
2928	b2998	3146450	3146737	-
2929	b4045	4259237	4259446	+
2930	b4195	4421708	4422172	+
2931	b0241	259045	260100	-
2932	b3709	3890236	3891483	+
2933	b0243	261503	262756	+
2934	b0242	260388	261491	+
2935	b0245	263328	263669	-
2936	b0247	264256	264732	-
2937	b0246	263690	264007	-
2938	b4705	852869	852997	-
2939	b4706	2668006	2668071	-
2940	b3982	4177743	4178288	+
2941	b4702	4467431	4467484	+
2942	b4703	4332116	4332205	+
2943	b3705	3885076	3886722	+
2944	b4044	4257742	4259121	+
2945	b3704	3884493	3884852	+
2946	b1950	2022893	2023678	+
2947	b1817	1902048	1903019	+
2948	b2895	3039855	3040376	+
2949	b1816	1900029	1901585	-
2950	b3701	3881221	3882321	-
2951	b2387	2507916	2508242	-
2952	b3703	3884336	3884476	+
2953	b3702	3882326	3883729	-
2954	b3899	4090915	4092366	-
2955	b3441	3581138	3581626	+
2956	b4042	4256637	4257005	+
2957	b4196	4422186	4422836	+
2958	b3754	3939185	3940612	-
2959	b0731	765984	767960	+
2960	b3446	3584759	3585043	+
2961	b4041	4254043	4256466	-
2962	b0730	765153	765875	-
2963	b1818	1903082	1903882	+
2964	b3447	3585081	3586823	-
2965	b3288	3434214	3435161	+
2966	b3289	3435207	3436496	+
2967	b3280	3429766	3430023	-
2968	b3281	3430020	3430838	-
2969	b3282	3430843	3431415	-
2970	b3283	3431420	3431962	-
2971	b3284	3431991	3432464	-
2972	b3287	3433690	3434199	+
2973	b3518	3667791	3669188	-
2974	b3519	3669592	3671241	+
2975	b3048	3190632	3191696	+
2976	b3049	3191739	3191939	-
2977	b3510	3656408	3656740	-
2978	b3047	3189881	3190630	+
2979	b3044	3186187	3186552	+
2980	b3045	3186510	3187415	+
2981	b3042	3184840	3185130	+
2982	b3043	3185414	3185965	+
2983	b3040	3182550	3183323	+
2984	b3041	3183813	3184466	-
2985	b2399	2518813	2519205	+
2986	b2398	2518467	2518811	+
2987	b3264	3412803	3413465	-
2988	b3265	3413864	3415021	+
2989	b3262	3411653	3412537	+
2990	b3263	3412621	3412800	+
2991	b3260	3410280	3411245	+
2992	b3261	3411271	3411567	+
2993	b2643	2775919	2776377	+
2994	b2390	2511001	2511327	+
2995	b2393	2513042	2514244	+
2996	b2392	2511468	2512706	-
2997	b2395	2515643	2517832	-
2998	b2394	2514331	2515443	+
2999	b2645	2777115	2777432	+
3000	b2644	2776386	2776868	+
3001	b3445	3583677	3584180	+
3002	b2249	2362431	2363633	-
3003	b2248	2361429	2362211	-
3004	b2247	2360209	2361414	-
3005	b2246	2358863	2360152	-
3006	b2245	2358042	2358845	-
3007	b2244	2356904	2357803	+
3008	b2243	2355521	2356711	+
3009	b2242	2354265	2355524	+
3010	b2241	2352647	2354275	+
3011	b2240	2351016	2352374	-
3012	b3604	3779054	3779830	+
3013	b3389	3517398	3518486	-
3014	b3606	3781215	3781688	+
3015	b3607	3781741	3782562	-
3016	b3600	3774424	3775572	+
3017	b3601	3775572	3776159	+
3018	b3602	3776665	3777027	+
3019	b2251	2364554	2364979	+
3020	b1864	1947411	1948151	-
3021	b3608	3782642	3783661	-
3022	b3609	3783661	3784128	-
3023	b2801	2934235	2935551	+
3024	b1710	1793558	1794109	-
3025	b2803	2937468	2938886	+
3026	b2253	2365928	2367067	+
3027	b2805	2939368	2940099	+
3028	b2804	2938888	2939310	+
3029	b2807	2941236	2941631	-
3030	b1711	1794172	1795152	-
3031	b2809	2942918	2943145	-
3032	b2808	2941650	2942567	-
3033	b1499	1582926	1583687	-
3034	b2255	2368039	2370021	+
3035	b1498	1580842	1582524	-
3036	b3868	4053869	4055278	-
3037	b3869	4055290	4056339	-
3038	b1714	1797959	1798942	-
3039	b3866	4051347	4051856	+
3040	b2257	2370908	2372560	+
3041	b3860	4043418	4044044	+
3042	b3861	4044199	4045629	+
3043	b3862	4045670	4046602	-
3044	b1715	1799226	1799270	-
3045	b4397	4635521	4635994	+
3046	b4207	4428935	4429555	+
3047	b1717	1799802	1799999	-
3048	b4136	4363345	4365042	-
3049	b4097	4318006	4318764	-
3050	b3460	3598555	3599658	-
3051	b1493	1570645	1572045	-
3052	b3462	3601028	3602086	-
3053	b3463	3602079	3602747	-
3054	b3464	3602750	3604243	-
3055	b3465	3604393	3604989	+
3056	b3466	3604979	3605248	+
3057	b0789	822498	823739	-
3058	b3468	3605751	3606377	+
3059	b3469	3606451	3608649	+
3060	b1491	1567504	1568823	-
3061	b2733	2857093	2859654	+
3062	b2732	2856453	2856806	-
3063	b2731	2854338	2856416	+
3064	b2730	2853254	2854264	+
3065	b2737	2862335	2863501	+
3066	b2736	2861430	2862338	+
3067	b2735	2860467	2861234	-
3068	b2734	2859760	2860416	+
3069	b1497	1579633	1580790	-
3070	b2739	2864236	2865012	+
3071	b2738	2863593	2864231	+
3072	b1496	1577657	1579342	-
3073	b3770	3952484	3953413	+
3074	b4566	4533796	4534053	-
3075	b4567	4605804	4606040	+
3076	b4252	4474862	4475314	+
3077	b2027	2097321	2098301	-
3078	b2026	2096614	2097225	+
3079	b2025	2095844	2096620	+
3080	b1860	1944346	1945356	-
3081	b2023	2094535	2095125	+
3082	b2022	2093468	2094535	+
3083	b2021	2092398	2093468	+
3084	b2020	2091097	2092401	+
3085	b2029	2099862	2101268	-
3086	b2028	2098447	2099613	-
3087	b3950	4143624	4143944	+
3088	b1619	1697273	1698040	-
3089	b1618	1696462	1697052	-
3090	b3459	3597984	3598367	+
3091	b3951	4143995	4146292	+
3092	b1615	1691586	1692851	-
3093	b1614	1689852	1691360	+
3094	b1617	1694260	1696071	-
3095	b1616	1692890	1694263	-
3096	b1611	1685185	1686588	-
3097	b1610	1684259	1685188	+
3098	b1613	1688576	1689751	+
3099	b1612	1686731	1688377	-
3100	b1861	1945365	1945976	-
3101	b3405	3535865	3536584	-
3102	b4367	4604875	4605663	-
3103	b3954	4147466	4148317	-
3104	b4048	4260599	4261306	+
3105	b4364	4602088	4602858	-
3106	b2817	2947757	2949010	-
3107	b1291	1352636	1353628	-
3108	b1290	1351828	1352634	-
3109	b1293	1354505	1355470	-
3110	b1292	1353628	1354518	-
3111	b1295	1357423	1357668	-
3112	b1294	1355467	1357110	-
3113	b1297	1359490	1360908	-
3114	b1296	1357802	1359187	-
3115	b1299	1361911	1362468	+
3116	b1298	1361120	1361884	+
3117	b3957	4153696	4154847	-
3118	b1929	2008277	2009482	+
3119	b1928	2007677	2008090	-
3120	b1101	1157869	1159302	+
3121	b1100	1156777	1157574	+
3122	b1103	1161885	1162244	+
3123	b1102	1159362	1161551	-
3124	b1105	1162638	1163279	+
3125	b1104	1162247	1162624	+
3126	b1107	1164095	1165120	+
3127	b1106	1163260	1164084	+
3128	b1109	1166085	1167389	+
3129	b1108	1165143	1165685	+
3130	b4361	4600238	4600975	-
3131	b2421	2538672	2539583	-
3132	b4551	3478592	3478792	-
3133	b4550	3438431	3438649	-
3134	b4553	3725413	3725712	-
3135	b2420	2537749	2538483	+
3136	b4555	3840215	3840508	+
3137	b4554	3776171	3776380	-
3138	b4557	3884816	3885073	+
3139	b4559	4352908	4353081	+
3140	b2427	2544752	2545609	-
3141	b2426	2543832	2544623	-
3142	b1729	1810934	1812325	+
3143	b1728	1810211	1810801	+
3144	b4395	4633797	4634444	+
3145	b4394	4633233	4633745	-
3146	b4393	4632760	4633086	+
3147	b2425	2542512	2543528	-
3148	b4391	4628855	4630522	-
3149	b3824	4008439	4009059	-
3150	b1723	1806370	1807299	+
3151	b1722	1805325	1806083	-
3152	b1725	1807796	1808656	+
3153	b1724	1807400	1807690	+
3154	b1727	1809380	1810048	+
3155	b1726	1808697	1809233	-
3156	b3794	3979956	3980696	+
3157	b3911	4103602	4104975	-
3158	b3795	3980887	3982272	+
3159	b0740	777740	779032	+
3160	b0741	779067	779588	+
3161	b0742	779598	780389	+
3162	b1945	2020087	2021091	+
3163	b4183	4411302	4411961	+
3164	b0418	436589	437107	+
3165	b0419	437161	438135	-
3166	b0414	433455	434558	+
3167	b0415	434647	435117	+
3168	b0416	435137	435556	+
3169	b0417	435634	436611	+
3170	b0410	430605	430952	+
3171	b0411	431129	432013	-
3172	b0412	432312	432851	-
3173	b0413	433002	433451	+
3174	b1435	1506781	1508742	+
3175	b1434	1506172	1506708	+
3176	b4171	4399252	4400202	+
3177	b1436	1508834	1509064	-
3178	b1431	1502457	1503125	+
3179	b1430	1501562	1502155	+
3180	b1433	1504905	1506080	-
3181	b1432	1503717	1504865	+
3182	b4179	4406654	4409095	+
3183	b4178	4406190	4406615	+
3184	b1439	1510003	1511409	+
3185	b1438	1509508	1509924	+
3186	b1962	2032384	2033079	-
3187	b0520	549627	550442	+
3188	b0521	550439	551332	+
3189	b0522	551527	552594	-
3190	b0523	552591	553100	-
3191	b0524	553218	553940	-
3192	b0525	553943	554437	-
3193	b0526	554611	555996	+
3194	b0527	556032	556553	-
3195	b0528	556661	556873	-
3196	b0529	556875	557741	-
3197	b1621	1699355	1700947	+
3198	b1622	1700957	1702129	+
3199	b1623	1702233	1703234	+
3200	b0717	748979	749707	-
3201	b0259	274101	275117	-
3202	b0716	747921	748982	-
3203	b0252	267184	268005	-
3204	b0253	268097	268960	-
3205	b0250	265620	266087	-
3206	b0251	266110	266553	-
3207	b0256	270603	271754	+
3208	b0715	746723	747769	-
3209	b0254	269289	270182	-
3210	b3340	3471400	3473514	-
3211	b0714	745935	746726	+
3212	b0713	745165	745899	+
3213	b0712	744243	745175	+
3214	b3222	3369475	3370350	-
3215	b0711	743593	744249	+
3216	b3451	3589182	3590027	-
3217	b0710	742827	743570	+
3218	b1869	1952266	1952661	+
3219	b1713	1795557	1797944	-
3220	b0427	445302	446666	-
3221	b1940	2015868	2016554	+
3222	b3450	3588110	3589180	-
3223	b1563	1645346	1645633	-
3224	b4407	4192637	4192837	-
3225	b1562	1645119	1645274	-
3226	b4606	2590807	2590866	-
3227	b4601	1671777	1671860	+
3228	b4602	1737456	1737545	-
3229	b1868	1951395	1952213	+
3230	b4144	4372809	4373162	+
3231	b4349	4581459	4583048	-
3232	b3453	3591009	3592325	-
3233	b4399	4636696	4638120	+
3234	b3452	3590024	3590911	-
3235	b2557	2691656	2695543	-
3236	b2556	2689671	2691098	-
3237	b2554	2687469	2688803	-
3238	b4398	4636007	4636696	+
3239	b2553	2687070	2687408	-
3240	b2552	2685835	2687025	+
3241	b3079	3227801	3228871	+
3242	b3078	3226234	3227667	+
3243	b2551	2684254	2685507	-
3244	b3073	3219494	3220873	+
3245	b3072	3217556	3219076	-
3246	b3071	3216779	3217402	+
3247	b2550	2682863	2684056	+
3248	b3077	3225722	3226171	+
3249	b3076	3222633	3225725	+
3250	b3075	3221466	3222449	+
3251	b1760	1841863	1842135	-
3252	b3253	3403484	3404458	+
3253	b3252	3401392	3403332	-
3254	b2388	2508461	2509426	-
3255	b2389	2509630	2510886	+
3256	b3257	3407375	3407617	+
3257	b3256	3405917	3407266	+
3258	b3255	3405436	3405906	+
3259	b2044	2115907	2117127	-
3260	b2382	2501130	2501987	+
3261	b2383	2501990	2504485	-
3262	b2380	2498671	2500368	+
3263	b2381	2500383	2501117	+
3264	b2386	2506647	2507894	-
3265	b2047	2120160	2121554	-
3266	b2384	2504510	2505547	-
3267	b2385	2505547	2506632	-
3268	b4102	4321697	4322422	-
3269	b2046	2118680	2120158	-
3270	b4100	4320663	4321247	-
3271	b2258	2372892	2373278	+
3272	b2259	2373272	2373538	-
3273	b3383	3511439	3512344	-
3274	b3382	3511060	3511422	-
3275	b3385	3513631	3514389	-
3276	b3384	3512634	3513638	-
3277	b3387	3515077	3515913	-
3278	b3386	3514382	3515059	-
3279	b2250	2363733	2364275	-
3280	b1769	1852621	1853979	-
3281	b2252	2365018	2365620	-
3282	b2042	2113434	2114327	-
3283	b2254	2367071	2368039	+
3284	b1875	1959280	1959846	-
3285	b2256	2370018	2370908	+
3286	b1768	1851887	1852528	+
3287	b3671	3851096	3852784	-
3288	b3670	3850802	3851092	-
3289	b3673	3853922	3855106	+
3290	b3672	3852890	3852988	-
3291	b3675	3855608	3855970	-
3292	b3674	3855114	3855611	-
3293	b3677	3856415	3856864	+
3294	b3676	3855960	3856307	-
3295	b3679	3858401	3860116	-
3296	b3678	3856911	3858404	-
3297	b4105	4323336	4324352	-
3298	b2812	2945036	2945842	-
3299	b2813	2946081	2947178	-
3300	b2810	2943337	2944542	+
3301	b2811	2944542	2944985	+
3302	b1389	1454868	1455155	+
3303	b2049	2123084	2124520	-
3304	b2818	2949242	2950573	+
3305	b1874	1958520	1959266	-
3306	b3898	4089855	4090925	-
3307	b2048	2121609	2122979	-
3308	b3819	4003288	4004178	-
3309	b3818	4002813	4003193	-
3310	b3811	3996287	3997183	+
3311	b3810	3995583	3996290	+
3312	b3813	3997983	4000145	+
3313	b3812	3997183	3997899	+
3314	b3817	4002419	4002799	-
3315	b3816	4001426	4002376	+
3316	b2830	2968447	2968977	-
3317	b3924	4113726	4114472	-
3318	b3486	3626803	3629538	-
3319	b3499	3645385	3646227	+
3320	b3498	3643140	3645182	-
3321	b4293	4517714	4518235	-
3322	b3495	3640111	3640545	+
3323	b3494	3639385	3639720	-
3324	b3497	3642380	3643132	-
3325	b3496	3640862	3642331	+
3326	b3491	3634841	3635893	+
3327	b2659	2788985	2789962	+
3328	b3493	3637642	3639141	+
3329	b3492	3636208	3637410	-
3330	b2831	2969662	2970351	+
3331	b2728	2851864	2852136	+
3332	b2729	2852136	2853257	+
3333	b1876	1960062	1961795	+
3334	b2724	2849238	2849849	-
3335	b2725	2849974	2850435	-
3336	b2726	2850647	2850997	+
3337	b2727	2851001	2851873	+
3338	b2720	2844210	2844752	-
3339	b2721	2844762	2846471	-
3340	b2722	2846489	2847412	-
3341	b2723	2847415	2849241	-
3342	b3925	4114569	4115579	-
3343	b3487	3629535	3630602	-
3344	b3927	4117245	4118090	-
3345	b3926	4115714	4117222	-
3346	b3921	4112315	4112755	+
3347	b3920	4111615	4112214	-
3348	b3923	4113293	4113721	+
3349	b3922	4112967	4113266	+
3350	b4295	4519338	4520324	-
3351	b3929	4118845	4119330	-
3352	b3928	4118515	4118760	+
3353	b2832	2970420	2971133	+
3354	b4191	4417698	4418453	-
3355	b4190	4416952	4417701	+
3356	b4193	4419980	4421377	+
3357	b2030	2101895	2102911	-
3358	b2032	2103391	2104509	-
3359	b2033	2104494	2105084	-
3360	b2034	2105065	2106057	-
3361	b0421	440202	441101	-
3362	b2036	2107226	2108329	-
3363	b2037	2108337	2109584	-
3364	b2038	2109581	2110138	-
3365	b2039	2110138	2111019	-
3366	b2833	2971271	2971489	+
3367	b4194	4421393	4421698	+
3368	b3430	3568033	3569328	-
3369	b4197	4422846	4423700	+
3370	b1608	1682159	1682878	+
3371	b1609	1682882	1684183	+
3372	b1606	1680976	1681698	+
3373	b1607	1681695	1682030	-
3374	b1604	1678427	1679371	+
3375	b1605	1679557	1680939	+
3376	b1602	1674972	1676360	-
3377	b1603	1676371	1677903	-
3378	b1600	1673136	1673501	-
3379	b1601	1673913	1674947	+
3380	b2834	2971597	2972637	+
3381	b1282	1342658	1342984	+
3382	b1283	1343110	1343328	-
3383	b1280	1340558	1341727	+
3384	b1281	1341921	1342658	+
3385	b1286	1346978	1348912	-
3386	b1287	1348980	1350107	-
3387	b1284	1343597	1344346	-
3388	b1285	1344757	1346742	-
3389	b1938	2013229	2014887	+
3390	b1939	2014880	2015875	+
3391	b1288	1350251	1351039	-
3392	b1289	1351407	1351760	-
3393	b1112	1169073	1169330	+
3394	b1113	1169412	1170374	-
3395	b1110	1167599	1168138	+
3396	b1111	1168200	1168832	-
3397	b1116	1175427	1176626	+
3398	b1117	1176619	1177320	+
3399	b1114	1170518	1173964	-
3400	b1115	1174092	1175165	-
3401	b1118	1177320	1178564	+
3402	b1119	1178593	1179504	+
3403	b1872	1954578	1957007	-
3404	b4542	2215657	2215764	+
3405	b4541	2203972	2204289	+
3406	b0649	680212	681663	+
3407	b0648	679508	680215	+
3408	b4544	2372557	2372892	+
3409	b0645	676711	677418	+
3410	b0644	675570	676547	-
3411	b0647	678852	679406	-
3412	b0646	677415	678842	+
3413	b0641	671605	672186	-
3414	b0640	670574	671605	-
3415	b0643	675018	675500	+
3416	b0642	672201	674783	-
3417	b4380	4615515	4617065	-
3418	b4381	4617323	4618102	+
3419	b1738	1821299	1821619	-
3420	b1739	1821918	1822256	-
3421	b4384	4620883	4621602	+
3422	b4385	4621769	4623100	+
3423	b4386	4623101	4624117	-
3424	b4387	4624145	4624789	-
3425	b1732	1813867	1816128	+
3426	b1733	1816386	1817135	-
